377
AT2G38995.2	282119	284867	284867	1	7	652	86
AT2G39000.3	286335	287966	284867	2	3	659	87
AT2G39000.1	286338	287969	287966	2	3	662	87
AT2G39000.2	286338	287969	287969	2	3	665	87
AT2G39010.1	291476	294033	287969	1	4	668	88
AT2G39020.1	295314	296327	294033	1	1	672	89
AT2G39030.1	298226	299201	296327	1	1	673	90
AT2G39040.1	299350	301226	299201	2	4	674	91
AT2G39050.1	303402	305628	301226	1	4	678	92
AT2G39060.1	306687	308251	305628	2	6	682	93
AT2G39080.1	309797	312540	308251	2	9	688	94
AT2G39090.2	312681	317299	312540	2	17	697	95
AT2G39090.1	312690	317299	317299	2	18	714	95
AT2G39100.1	317437	319386	317299	1	6	732	96
AT2G39110.1	319663	321684	319386	1	5	738	97
AT2G39120.1	321793	322956	321684	1	1	743	98
AT2G39130.1	322955	327265	322956	2	12	744	99
AT2G39140.1	330182	333359	327265	1	9	756	100
AT2G39160.1	333489	334172	333359	2	2	765	101
AT2G39170.1	334629	336209	334172	2	2	767	102
AT2G39175.1	340281	340359	336209	1	1	769	103
AT2G39180.1	344150	346664	340359	2	1	770	104
AT2G39190.1	349967	355950	346664	1	16	771	105
AT2G39190.2	349967	355962	355950	1	16	787	105
AT2G39200.1	356147	359812	355962	2	15	803	106
AT2G39210.1	366156	368274	359812	2	2	818	107
AT2G39220.1	374895	377019	368274	2	2	820	108
AT2G39230.1	381646	384249	377019	1	1	822	109
AT2G39240.1	384785	387826	384249	2	14	823	110
AT2G39250.1	388885	391072	387826	2	7	837	111
AT2G39260.1	392046	399679	391072	2	17	844	112
AT2G39270.1	399971	401670	399679	1	4	861	113
AT2G39280.2	401525	406853	401670	2	18	865	114
AT2G39280.1	401586	406649	406853	2	18	883	114
AT2G39290.1	407238	409122	406853	1	6	901	115
AT2G39300.2	410108	413085	409122	2	5	907	116
AT2G39300.1	410108	413483	413085	2	5	912	116
AT2G39310.3	414072	416736	413483	2	5	917	117
AT2G39310.1	414072	416814	416736	2	5	922	117
AT2G39310.2	414072	416814	416814	2	6	927	117
AT2G39320.1	417476	418516	416814	2	4	933	118
AT2G39330.1	419595	421851	418516	2	5	937	119
AT2G39340.1	423638	430107	421851	1	14	942	120
AT2G39350.1	430084	432556	430107	2	1	956	121
AT2G39360.1	437471	440153	432556	2	1	957	122
AT2G39370.1	444129	445265	440153	2	1	958	123
AT2G39380.1	447005	449082	445265	2	1	959	124
AT2G39390.1	450659	451877	449082	2	4	960	125
AT2G39400.1	452611	454800	451877	1	7	964	126
AT2G39410.1	455568	456463	454800	1	4	971	127
AT2G39410.2	455568	458216	456463	1	8	975	127
AT2G39415.1	458606	458965	458216	2	1	983	128
AT2G39420.1	460363	463060	458965	1	8	984	129
AT2G39430.1	463346	464530	463060	1	1	992	130
AT2G39435.2	464413	466940	464530	2	5	993	131
AT2G39435.1	464717	466870	466940	2	5	998	131
AT2G39440.1	467854	469627	466940	2	5	1003	132
AT2G39445.1	470024	471245	469627	2	3	1008	133
AT2G39450.1	471631	473817	471245	2	6	1011	134
AT2G39460.2	474148	476045	473817	1	4	1017	135
AT2G39460.1	474922	476107	476045	1	3	1021	135
AT2G39470.1	476215	477842	476107	1	8	1024	136
AT2G39470.2	476215	477842	477842	1	8	1032	136
AT2G39470.3	476215	477842	477842	1	8	1040	136
AT2G39480.1	477791	485038	477842	2	11	1048	137
AT2G39490.1	486901	488644	485038	2	3	1059	138
AT2G39500.1	489072	489587	488644	1	2	1062	139
AT2G39510.1	491142	493150	489587	2	7	1064	140
AT2G39518.1	495874	496994	493150	2	3	1071	141
AT2G39520.1	496812	497620	496994	1	2	1074	142
AT2G39530.1	498485	499470	497620	2	3	1076	143
AT2G39540.1	500865	501240	499470	1	2	1079	144
AT2G39550.1	501622	504303	501240	1	11	1081	145
AT2G39560.1	504845	506007	504303	2	1	1092	146
AT2G39570.1	507895	510197	506007	1	6	1093	147
AT2G39580.1	510424	517072	510197	1	10	1099	148
AT2G39590.1	517587	518264	517072	2	3	1109	149
AT2G39600.1	518563	518634	518264	2	1	1112	150
AT2G39610.1	518768	518839	518634	1	1	1113	151
AT2G39620.1	518967	521477	518839	2	1	1114	152
AT2G39630.1	521743	524686	521477	2	10	1115	153
AT2G39630.2	521743	524686	524686	2	10	1125	153
AT2G39640.1	525085	527011	524686	2	2	1135	154
AT2G39650.1	527791	529406	527011	2	3	1137	155
AT2G39660.1	531687	533930	529406	1	6	1140	156
AT2G39670.1	534229	537317	533930	1	10	1146	157
AT2G39670.2	534232	537317	537317	1	10	1156	157
AT2G39675.1	537287	538276	537317	2	1	1166	158
AT2G39681.1	539383	540416	538276	2	1	1167	159
AT2G39690.2	541025	543377	540416	1	9	1168	160
AT2G39690.1	541083	543337	543377	1	9	1177	160
AT2G39700.1	543831	545583	543377	2	3	1186	161
AT2G39705.1	556855	557576	545583	1	1	1189	162
AT2G39710.1	561787	563379	557576	2	1	1190	163
AT2G39720.1	567208	568821	563379	2	1	1191	164
AT2G39725.2	569429	570516	568821	1	2	1192	165
AT2G39725.1	569468	570548	570516	1	2	1194	165
AT2G39730.3	570745	573518	570548	2	6	1196	166
AT2G39730.1	570745	573547	573518	2	7	1202	166
AT2G39730.2	570745	573547	573547	2	7	1209	166
AT2G39740.1	575751	579119	573547	1	9	1216	167
AT2G39750.1	578823	582403	579119	2	9	1225	168
AT2G39760.1	583072	586251	582403	1	4	1234	169
AT2G39760.2	583086	585014	586251	1	3	1238	169
AT2G39770.2	588695	591031	586251	1	6	1241	170
AT2G39770.1	588701	590984	591031	1	5	1247	170
AT2G39780.1	591221	593774	591031	1	9	1252	171
AT2G39780.2	591221	593774	593774	1	7	1261	171
AT2G39782.1	594036	594515	593774	2	1	1268	172
AT2G39790.1	594832	595799	594515	1	3	1269	173
AT2G39795.1	596986	598161	595799	1	3	1272	174
AT2G39800.3	598071	603060	598161	2	21	1275	175
AT2G39800.4	598071	603060	603060	2	21	1296	175
AT2G39800.1	598163	603318	603060	2	20	1317	175
AT2G39800.2	598166	603058	603318	2	19	1337	175
AT2G39805.1	609914	612553	603318	2	6	1356	176
AT2G39805.2	609914	612553	612553	2	6	1362	176
AT2G39810.1	612799	618056	612553	1	10	1368	177
AT2G39820.1	618276	619688	618056	1	6	1378	178
AT2G39830.1	619761	623790	619688	2	12	1384	179
AT2G39840.1	627257	629288	623790	1	4	1396	180
AT2G39850.1	630472	634252	629288	1	10	1400	181
AT2G39851.1	634518	635567	634252	1	4	1410	182
AT2G39855.1	637676	639303	635567	1	5	1414	183
AT2G39855.2	637676	639307	639303	1	6	1419	183
AT2G39860.1	639779	639850	639307	2	1	1425	184
AT2G39865.1	641760	641906	639850	2	1	1426	185
AT2G39870.1	643380	645376	641906	1	4	1427	186
AT2G39880.1	647944	649478	645376	2	2	1431	187
AT2G39885.1	652100	652232	649478	1	1	1433	188
AT2G39890.2	655627	658327	652232	1	8	1434	189
AT2G39890.1	655678	658330	658327	1	7	1442	189
AT2G39900.1	658655	660436	658330	1	6	1449	190
AT2G39910.1	660595	663047	660436	1	8	1455	191
AT2G39920.1	663016	664538	663047	2	5	1463	192
AT2G39920.2	663016	664538	664538	2	5	1468	192
AT2G39920.3	663016	664538	664538	2	5	1473	192
AT2G39930.1	666022	672493	664538	1	18	1478	193
AT2G39940.1	672492	675747	672493	2	3	1496	194
AT2G39950.2	676541	680481	675747	2	5	1499	195
AT2G39950.1	676541	680488	680481	2	4	1504	195
AT2G39960.1	681473	683639	680488	2	5	1508	196
AT2G39970.1	683831	686708	683639	2	11	1513	197
AT2G39980.1	687672	689955	686708	2	1	1524	199
AT2G39975.1	687870	688247	689955	1	1	1525	198
AT2G39990.1	698091	700011	689955	2	6	1526	200
AT2G40000.1	700509	702027	700011	2	1	1532	201
AT2G40004.1	704062	704953	702027	1	2	1533	202
AT2G40008.1	708055	709435	704953	1	2	1535	203
AT2G40010.1	708378	710447	709435	2	4	1537	204
AT2G40020.1	710978	713017	710447	1	5	1541	205
AT2G40020.3	710978	713017	713017	1	6	1546	205
AT2G40020.2	710978	713069	713017	1	5	1552	205
AT2G40030.1	714493	723582	713069	1	18	1557	206
AT2G40050.1	723880	725773	723582	2	1	1575	207
AT2G40050.2	723880	725773	725773	2	2	1576	207
AT2G40060.1	726483	728184	725773	1	3	1578	208
AT2G40070.1	728193	731605	728184	2	5	1581	209
AT2G40070.2	728193	731605	731605	2	6	1586	209
AT2G40080.1	734293	734911	731605	2	1	1592	210
AT2G40081.1	735001	735114	734911	2	1	1593	211
AT2G40085.1	736460	737258	735114	2	3	1594	212
AT2G40090.1	737465	740369	737258	2	8	1597	213
AT2G40095.1	743022	745143	740369	1	4	1605	214
AT2G40100.2	745652	746626	745143	1	2	1609	215
AT2G40100.1	745802	747399	746626	1	2	1611	215
AT2G40110.2	747939	749511	747399	1	4	1613	216
AT2G40110.1	747939	749544	749511	1	5	1617	216
AT2G40113.1	750034	751083	749544	1	2	1622	217
AT2G40116.1	751713	754534	751083	1	9	1624	218
AT2G40120.1	754938	757591	754534	2	6	1633	219
AT2G40130.1	765919	769267	757591	1	3	1639	220
AT2G40130.2	765919	769267	769267	1	3	1642	220
AT2G40140.1	772072	774656	769267	1	2	1645	221
AT2G40140.2	772202	774656	774656	1	2	1647	221
AT2G40150.1	775441	777242	774656	1	5	1649	222
AT2G40160.1	777389	779407	777242	1	5	1654	223
AT2G40160.2	777389	779407	779407	1	6	1659	223
AT2G40170.1	779551	780257	779407	2	2	1665	224
AT2G40180.1	782521	784146	780257	1	3	1667	225
AT2G40190.1	785193	787529	784146	1	7	1670	226
AT2G40200.1	791097	792089	787529	1	2	1677	227
AT2G40205.1	792316	792530	792089	2	2	1679	228
AT2G40210.1	793212	794327	792530	2	1	1681	229
AT2G40220.1	796598	797584	794327	2	1	1682	230
AT2G40230.1	803091	804740	797584	2	1	1683	231
AT2G40233.1	807046	807207	804740	1	1	1684	232
AT2G40240.1	811025	812227	807207	1	1	1685	233
AT2G40250.1	813329	815250	812227	1	3	1686	234
AT2G40260.1	816817	818472	815250	2	5	1689	235
AT2G40270.2	821933	824460	818472	2	6	1694	236
AT2G40270.1	821933	824505	824460	2	6	1700	236
AT2G40280.1	825499	828397	824505	2	8	1706	237
AT2G40290.1	828765	831053	828397	2	7	1714	238
AT2G40290.2	828765	831053	831053	2	6	1721	238
AT2G40290.3	828765	831053	831053	2	6	1727	238
AT2G40300.1	831292	833279	831053	2	8	1733	239
AT2G40310.1	834064	835710	833279	1	4	1741	240
AT2G40316.2	836209	839069	835710	1	10	1745	241
AT2G40316.1	836209	839188	839069	1	11	1755	241
AT2G40320.1	840146	842281	839188	1	6	1766	242
AT2G40330.1	844863	845933	842281	2	1	1772	243
AT2G40340.1	848437	850486	845933	2	2	1773	244
AT2G40350.1	851594	852067	850486	2	1	1775	245
AT2G40360.1	852879	856689	852067	2	14	1776	246
AT2G40370.1	858165	860605	856689	2	6	1790	247
AT2G40380.1	864494	865441	860605	2	1	1796	248
AT2G40390.1	867292	869088	865441	1	2	1797	249
AT2G40400.1	869333	872756	869088	1	7	1799	250
AT2G40400.2	869333	873257	872756	1	8	1806	250
AT2G40410.2	873398	875395	873257	1	8	1814	251
AT2G40410.1	873450	875395	875395	1	8	1822	251
AT2G40420.1	877222	879213	875395	1	5	1830	252
AT2G40430.1	879215	882426	879213	2	15	1835	253
AT2G40430.2	879215	882426	882426	2	14	1850	253
AT2G40430.3	879348	882444	882426	2	15	1864	253
AT2G40435.1	886823	888637	882444	1	4	1879	254
AT2G40440.1	889211	891291	888637	2	4	1883	255
AT2G40450.1	892023	892789	891291	2	2	1887	256
AT2G40460.1	896906	901279	892789	1	4	1889	257
AT2G40470.1	902303	903651	901279	2	3	1893	258
AT2G40475.1	906910	908127	903651	2	1	1896	259
AT2G40480.1	910363	912591	908127	1	2	1897	260
AT2G40490.1	912844	915176	912591	1	6	1899	261
AT2G40500.1	916329	917216	915176	1	1	1905	262
AT2G40510.1	918432	919887	917216	1	5	1906	263
AT2G40520.2	922586	925913	919887	1	10	1911	264
AT2G40520.1	923067	925913	925913	1	9	1921	264
AT2G40520.4	923317	925913	925913	1	8	1930	264
AT2G40520.3	923349	925913	925913	1	9	1938	264
AT2G40530.1	927501	928207	925913	1	1	1947	265
AT2G40540.1	930863	934587	928207	1	10	1948	266
AT2G40540.2	931350	934569	934587	1	9	1958	266
AT2G40550.1	934833	938200	934587	1	13	1967	267
AT2G40560.1	938704	939615	938200	2	1	1980	268
AT2G40570.1	940834	943491	939615	1	7	1981	269
AT2G40570.2	940834	943491	943491	1	7	1988	269
AT2G40580.1	943863	945002	943491	1	1	1995	270
AT2G40590.1	945044	946418	945002	2	5	1996	271
AT2G40600.1	946869	948560	946418	2	7	2001	272
AT2G40610.1	948862	950556	948560	2	3	2008	273
AT2G40620.1	954540	956977	950556	2	4	2011	274
AT2G40630.1	958145	961143	956977	1	8	2015	275
AT2G40640.1	961139	963204	961143	2	8	2023	276
AT2G40640.2	961162	963204	963204	2	7	2031	276
AT2G40640.3	961182	963204	963204	2	8	2038	276
AT2G40650.1	963318	965751	963204	2	6	2046	277
AT2G40660.1	965932	969034	965751	1	12	2052	278
AT2G40670.2	970229	971233	969034	1	5	2064	279
AT2G40670.1	970257	971206	971233	1	5	2069	279
AT2G40680.1	972828	973718	971233	1	1	2074	280
AT2G40690.1	973991	976457	973718	1	9	2075	281
AT2G40700.1	976782	979557	976457	1	10	2084	282
AT2G40710.1	980942	981367	979557	2	1	2094	283
AT2G40711.1	981690	982256	981367	2	1	2095	284
AT2G40720.1	987268	989850	982256	1	1	2096	285
AT2G40730.1	989835	996297	989850	2	21	2097	286
AT2G40740.2	997176	999275	996297	1	2	2118	287
AT2G40740.1	997176	999276	999275	1	3	2120	287
